#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
JAAYCJ010000321.1    -         lina-combo-v1        -          cm        1       56     2831     2779      -    no    1 0.75   0.1   55.3   0.00021 !   Phycisphaerae bacterium isolate AS06rmzACSIP_418 543678_AS06, whole genome shotgun sequence
NZ_VEDO01000025.1    -         lina-combo-v1        -          cm        1       56    19695    19748      +    no    1 0.76   0.1   47.9      0.01 !   Variovorax boronicumulans strain DE0202 NODE_25_length_80867_cov_32.022858, whole genome shotgun sequence
NZ_LMDI01000067.1    -         lina-combo-v1        -          cm        1       56   120494   120438      -    no    1 0.67   0.0   47.9      0.01 !   Rhizobacter sp. Root1221 contig_7, whole genome shotgun sequence
NZ_NEVQ01000003.1    -         lina-combo-v1        -          cm        1       56   369247   369191      -    no    1 0.65   0.0   47.9      0.01 !   Bordetella genomosp. 4 strain AU9919 NODE_5_length_358421_cov_26.3483_ID_9, whole genome shotgun sequence
DXBL01000286.1       -         lina-combo-v1        -          cm        1       56     2320     2264      -    no    1 0.63   0.0   47.9      0.01 !   MAG TPA_asm: Candidatus Pseudomonas excrementavium isolate CHK174-787 CHK174__C197319_L5399_SAMEA104467488, whole genome shotgun sequence
JAGPDF010000033.1    -         lina-combo-v1        -          cm        1       56     8547     8599      +    no    1 0.70   0.0   47.9      0.01 !   Thermoanaerobaculia bacterium isolate Gw_SlAct_bin_37 Gw_SlAct_1283_length_45913_cov_30.171122, whole genome shotgun sequence
NZ_WJIE01000003.1    -         lina-combo-v1        -          cm        1       56   839614   839662      +    no    1 0.71   0.0   47.8     0.011 !   Polyangium spumosum strain DSM 14734 Scaffold3, whole genome shotgun sequence
DUPH01000338.1       -         lina-combo-v1        -          cm        1       56    12308    12363      +    no    1 0.70   0.0   47.7     0.011 !   TPA_asm: Lentisphaerae bacterium isolate AS08sgBPME_287 244745_AS08, whole genome shotgun sequence
NZ_CABFPH010000042.1 -         lina-combo-v1        -          cm        1       56     8307     8361      +    no    1 0.76   2.6   47.7     0.011 !   Methylobacterium symbioticum strain SB0023/3, whole genome shotgun sequence
MVRS01000074.1       -         lina-combo-v1        -          cm        1       56    48153    48213      +    no    1 0.56   0.0   47.7     0.011 !   MAG: Syntrophorhabdus sp. PtaU1.Bin058 A4E64_contig000074, whole genome shotgun sequence
PGXT01000229.1       -         lina-combo-v1        -          cm        1       56     1630     1576      -    no    1 0.51   0.0   47.7     0.011 !   Spirochaetae bacterium HGW-Spirochaetae-5 bjp_ig2069_scaffold_14532, whole genome shotgun sequence
JADFZL010000022.1    -         lina-combo-v1        -          cm        1       56    80806    80753      -    no    1 0.50   0.0   47.7     0.011 !   Candidatus Riflebacteria bacterium isolate nHGRbin4 nHGR_bin4_NODE_22_length_122662_cov_21.713894, whole genome shotgun sequence
NZ_JABULH010000002.1 -         lina-combo-v1        -          cm        1       56    39803    39857      +    no    1 0.75   0.1   47.7     0.011 !   Sphingomonas hominis strain HHU CXW Contig002_676735, whole genome shotgun sequence
NZ_CP069811.1        -         lina-combo-v1        -          cm        1       56  2605060  2605118      +    no    1 0.63   0.0   47.7     0.011 !   Cupriavidus oxalaticus strain Ox1 chromosome 1, complete sequence
VGKM01000168.1       -         lina-combo-v1        -          cm        1       56     1032      983      -    no    1 0.56   0.0   47.7     0.011 !   Candidatus Omnitrophica bacterium isolate K_DeepCast_150m_m1_084 K_DeepCast_150m_m1_084_Ga0194126_10086055, whole genome shotgun sequence
JAHKBC010000164.1    -         lina-combo-v1        -          cm        1       56     4005     3950      -    no    1 0.43   0.0   47.7     0.011 !   MAG: Candidatus Omnitrophica bacterium isolate Undefined_mixed_planktonic.mb.96 Undefined_mixed_pl.mb.96_k141_731796, whole genome shotgun sequence
NZ_BNCN01000001.1    -         lina-combo-v1        -          cm        1       56   901322   901370      +    no    1 0.71   0.0   47.7     0.011 !   Comamonas sp. KCTC 72670 sequence01, whole genome shotgun sequence
NZ_FNTZ01000001.1    -         lina-combo-v1        -          cm        1       56  1488862  1488923      +    no    1 0.66   0.0   47.7     0.011 !   Pseudomonas coleopterorum strain LMG 28558, whole genome shotgun sequence
NZ_CP012109.1        -         lina-combo-v1        -          cm        1       56   972289   972241      -    no    1 0.78   0.1   47.6     0.011 !   Myxococcus hansupus strain contaminant ex DSM 436 chromosome, complete genome
NZ_QQNB01000004.1    -         lina-combo-v1        -          cm        1       56    39490    39438      -    no    1 0.70   0.0   47.6     0.012 !   Sphingomonas sp. WZY 27 NODE_4_length_144644_cov_41.700333, whole genome shotgun sequence
MHGF01000031.1       -         lina-combo-v1        -          cm        1       56    15976    15921      -    no    1 0.54   0.0   47.5     0.012 !   Omnitrophica WOR_2 bacterium GWF2_43_52 gwf2_scaffold_4157, whole genome shotgun sequence
QFOA01000017.1       -         lina-combo-v1        -          cm        1       56     9156     9104      -    no    1 0.70   0.0   47.5     0.012 !   Sphingobium sp. isolate S2_012_000_R2_84 S2_012_000_R2_scaffold_495, whole genome shotgun sequence
JAAYVR010000074.1    -         lina-combo-v1        -          cm        1       56     8434     8487      +    no    1 0.63   0.0   47.5     0.012 !   Verrucomicrobia bacterium isolate AS27yjCOA_75 46084_AS27, whole genome shotgun sequence
NZ_CP042823.1        -         lina-combo-v1        -          cm        1       56  2866331  2866387      +    no    1 0.75   0.1   47.5     0.012 !   Methylobacterium sp. WL1 chromosome, complete genome
NZ_CP025624.1        -         lina-combo-v1        -          cm        1       56  4610405  4610467      +    no    1 0.59   0.0   47.5     0.012 !   Pseudomonas sp. NC02 chromosome, complete genome
NZ_NIXO01000067.1    -         lina-combo-v1        -          cm        1       56    12170    12232      +    no    1 0.60   0.0   47.5     0.012 !   Pseudomonas sp. K2I15 contig067, whole genome shotgun sequence
NZ_JACARE010000053.1 -         lina-combo-v1        -          cm        1       56    43681    43619      -    no    1 0.60   0.0   47.5     0.012 !   Pseudomonas yamanorum strain IPO3780 IPO_3780_S49_L003_contig_54, whole genome shotgun sequence
NZ_LPNO01000006.1    -         lina-combo-v1        -          cm        1       56   141023   141085      +    no    1 0.60   0.0   47.5     0.012 !   Pseudomonas sp. ATCC PTA-122608 scaffold_13, whole genome shotgun sequence
NZ_LT629793.1        -         lina-combo-v1        -          cm        1       56  5781589  5781527      -    no    1 0.60   0.0   47.5     0.012 !   Pseudomonas yamanorum strain LMG 27247 chromosome I
SCUT01000009.1       -         lina-combo-v1        -          cm        1       56    57322    57270      -    no    1 0.75   0.1   47.5     0.013 !   MAG: Reyranella sp. isolate GW715_bin.16 GW715_bin.16-8299, whole genome shotgun sequence
NZ_RWKH01000012.1    -         lina-combo-v1        -          cm        1       56   167398   167454      +    no    1 0.74   0.1   47.4     0.013 !   Variovorax sp. DXTD-1 12, whole genome shotgun sequence
NZ_SGWZ01000001.1    -         lina-combo-v1        -          cm        1       56   558113   558168      +    no    1 0.68   0.0   47.4     0.013 !   Kerstersia gyiorum strain DSM 16618 Ga0310503_11, whole genome shotgun sequence
NZ_CP013692.1        -         lina-combo-v1        -          cm        1       56  1389262  1389319      +    no    1 0.72   0.1   47.4     0.013 !   Paucibacter sp. KCTC 42545 chromosome, complete genome
NZ_AORY01000016.1    -         lina-combo-v1        -          cm        1       56    49073    49019      -    no    1 0.75   0.3   47.4     0.013 !   Sphingomonas sp. Mn802worker Sphingomonas_MN802.19, whole genome shotgun sequence
NZ_JFYV01000006.1    -         lina-combo-v1        -          cm        1       56     6190     6138      -    no    1 0.74   0.0   47.3     0.014 !   Sphingomonas sp. RIT328 contigs14, whole genome shotgun sequence
NZ_CP048421.1        -         lina-combo-v1        -          cm        1       56   182628   182679      +    no    1 0.67   0.0   47.3     0.014 !   Sphingomonas insulae strain KCTC 12872 plasmid unnamed3, complete sequence
JAEUHX010000088.1    -         lina-combo-v1        -          cm        1       56     7415     7466      +    no    1 0.73   0.0   47.3     0.014 !   Planctomycetes bacterium isolate new MAG-28 k141_2443015, whole genome shotgun sequence
NZ_CP027732.1        -         lina-combo-v1        -          cm        1       56  3610402  3610464      +    no    1 0.60   0.0   47.3     0.014 !   Pseudomonas sp. R4-35-07 chromosome, complete genome
JAAZOZ010000250.1    -         lina-combo-v1        -          cm        1       56     3107     3055      -    no    1 0.51   0.0   47.3     0.014 !   Smithella sp. isolate AS4AglBPMA_11 14973_AS4A, whole genome shotgun sequence
NZ_SSMQ01000013.1    -         lina-combo-v1        -          cm        1       56   176640   176688      +    no    1 0.71   0.0   47.3     0.014 !   Polyangium fumosum strain DSM 14668 Scaffold13_1, whole genome shotgun sequence
NZ_JACIVI010000001.1 -         lina-combo-v1        -          cm        1       56    26743    26795      +    no    1 0.75   0.1   47.3     0.014 !   Piscinibacter sp. SJAQ100 contig1, whole genome shotgun sequence
NZ_JEMG01000001.1    -         lina-combo-v1        -          cm        1       56    68479    68428      -    no    1 0.71   0.0   47.3     0.014 !   Hylemonella gracilis str. Niagara R Hg_01scaffold, whole genome shotgun sequence
NZ_QJJJ01000008.1    -         lina-combo-v1        -          cm        1       56    41445    41501      +    no    1 0.70   0.0   47.2     0.014 !   Methylobacterium sp. B4 Ga0157232_108, whole genome shotgun sequence
PLWQ01000010.1       -         lina-combo-v1        -          cm        1       56    70265    70318      +    no    1 0.69   0.0   47.2     0.014 !   Fibrobacteres bacterium isolate fen_1185 73.20120800_E1D.40_contig_2594, whole genome shotgun sequence
PLZD01000059.1       -         lina-combo-v1        -          cm        1       56    88352    88301      -    no    1 0.62   0.0   47.2     0.015 !   Elusimicrobia bacterium isolate palsa_1176 73.20120700_P3D.185_contig_5855, whole genome shotgun sequence
RGQD01000465.1       -         lina-combo-v1        -          cm        1       56     2174     2122      -    no    1 0.66   0.0   47.1     0.015 !   Betaproteobacteria bacterium isolate WB8_3_330 contig_100_464, whole genome shotgun sequence
JAEUHV010000257.1    -         lina-combo-v1        -          cm        1       56    16194    16146      -    no    1 0.76   0.2   47.1     0.015 !   Planctomycetes bacterium isolate new MAG-26 k141_3734358, whole genome shotgun sequence
JADJBV010000001.1    -         lina-combo-v1        -          cm        1       56   132420   132470      +    no    1 0.69   0.0   47.1     0.015 !   Deltaproteobacteria bacterium isolate Aved_18-Q3-R54-62_BAT3C.540 tig00000023-10-69002250, whole genome shotgun sequence
NC_015677.1          -         lina-combo-v1        -          cm        1       56  1201949  1202001      +    no    1 0.85   6.9   47.1     0.015 !   Ramlibacter tataouinensis TTB310, complete sequence
NZ_JAGL01000002.1    -         lina-combo-v1        -          cm        1       56   232447   232393      -    no    1 0.71   0.0   47.1     0.015 !   Aminobacter sp. J41 AmiJ41DRAFT_scaffold_1.2_C, whole genome shotgun sequence
JACRHS010000007.1    -         lina-combo-v1        -          cm        1       56    23016    23067      +    no    1 0.65   0.0   47.1     0.015 !   Opitutae bacterium isolate NC_groundwater_1783_Pr3_B-0.1um_64_19 SR-2_scaffold_141_559045, whole genome shotgun sequence
JADIIM010000029.1    -         lina-combo-v1        -          cm        1       56     7583     7533      -    no    1 0.75   0.1   47.1     0.015 !   Aeromicrobium sp. isolate bin3 4600, whole genome shotgun sequence
NZ_CP015820.1        -         lina-combo-v1        -          cm        1       56   744273   744220      -    no    1 0.59   0.0   47.1     0.015 !   Bartonella apis strain BBC0178 chromosome, complete genome
NZ_JACFSK010000001.1 -         lina-combo-v1        -          cm        1       56  1506405  1506458      +    no    1 0.59   0.0   47.1     0.015 !   Bartonella sp. M0283 NODE_1_length_2533476_cov_197.252052, whole genome shotgun sequence
JACQJP010000019.1    -         lina-combo-v1        -          cm        1       56     5443     5496      +    no    1 0.63   0.0   47.1     0.016 !   Elusimicrobia bacterium isolate NC_groundwater_1154_Ag_S-0.1um_58_61 S_p1_S3_coassembly_k141_597311, whole genome shotgun sequence
PCTH01000063.1       -         lina-combo-v1        -          cm        1       56     6215     6159      -    no    1 0.49   0.0   47.1     0.016 !   Candidatus Omnitrophica bacterium CG22_combo_CG10-13_8_21_14_all_43_16 CG22_scaffold_8344_c, whole genome shotgun sequence
SCOE01000010.1       -         lina-combo-v1        -          cm        1       56   104303   104355      +    no    1 0.77   0.5   47.1     0.016 !   Comamonadaceae bacterium ALPHA2B NODE_10_length_168300_cov_32.632195, whole genome shotgun sequence
NZ_CABVGX010000033.1 -         lina-combo-v1        -          cm        1       56    43818    43757      -    no    1 0.65   0.0   47.0     0.016 !   Pseudomonas fluorescens isolate PS645, whole genome shotgun sequence
NZ_JACXBU010000011.1 -         lina-combo-v1        -          cm        1       56    81057    81113      +    no    1 0.70   0.0   47.0     0.016 !   Pseudomonas sp. JM0905a NODE_11_length_148327_cov_15.049663, whole genome shotgun sequence
NZ_BBWJ01000049.1    -         lina-combo-v1        -          cm        1       56    49398    49453      +    no    1 0.71   0.0   47.0     0.016 !   Aureimonas sp. AU22, whole genome shotgun sequence
NZ_CP046622.1        -         lina-combo-v1        -          cm        1       56  1128153  1128207      +    no    1 0.69   0.0   47.0     0.016 !   Variovorax paradoxus strain CSUSB chromosome, complete genome
NZ_CP027657.1        -         lina-combo-v1        -          cm        1       56   473471   473415      -    no    1 0.70   0.0   47.0     0.016 !   Pseudomonas mendocina strain NEB698 chromosome, complete genome
JAFKFX010000052.1    -         lina-combo-v1        -          cm        1       56    12507    12565      +    no    1 0.75   3.1   46.9     0.017 !   MAG: Bosea sp. isolate SCN18_30_10_14_R3_P_67_61 SCN18_30_10_14_R3_P_scaffold_482, whole genome shotgun sequence
NZ_PJRS01000006.1    -         lina-combo-v1        -          cm        1       56    16561    16614      +    no    1 0.74   0.1   46.9     0.017 !   Caulobacter zeae strain 410 SGCZ5, whole genome shotgun sequence
