#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_SEIL01000087.1    -         nhaA-I               RF03057    cm        1       55      289      239      -    no    1 0.49   0.0   51.0   8.5e-07 !   Acinetobacter lwoffii strain AL_065 NODE_83_length_12254_cov_23.0646, whole genome shotgun sequence
NZ_VWQM01000348.1    -         nhaA-I               RF03057    cm        4       55       75      144      +    no    1 0.67   0.0   15.8   2.8e+02 ?   Pseudomonas aeruginosa strain L14 L14_L1.R1.clean_(paired)_contig_354, whole genome shotgun sequence
NZ_VWQJ01001137.1    -         nhaA-I               RF03057    cm        4       55      169      100      -    no    1 0.67   0.0   15.8   2.8e+02 ?   Pseudomonas aeruginosa strain L26 L26_L1.R1.clean_(paired)_contig_1151, whole genome shotgun sequence
NZ_CAKZ01000125.1    -         nhaA-I               RF03057    cm        1       55   139967   140002      +    no    1 0.69   0.0   15.8   2.8e+02 ?   Cronobacter dublinensis 1210, whole genome shotgun sequence
NZ_SADP02001301.1    -         nhaA-I               RF03057    cm       36       55        9       26      +    no    2 0.72   0.0   15.7   3.1e+02 ?   Mesorhizobium sp. M2E.F.Ca.ET.209.01.1.1 NODE_1309_length_283_cov_0.583333, whole genome shotgun sequence
NZ_JAOA01000006.1    -         nhaA-I               RF03057    cm        1       55   149673   149738      +    no    1 0.71   0.2   15.7   3.1e+02 ?   Mycobacterium kansasii 662 gmk662.contig.5, whole genome shotgun sequence
NZ_JNXF01000287.1    -         nhaA-I               RF03057    cm        1       55      309      342      +    no    1 0.68   0.0   15.7   3.1e+02 ?   Streptomyces sp. NRRL F-6674 contig287.1, whole genome shotgun sequence
NZ_PEDB01000061.1    -         nhaA-I               RF03057    cm       28       55    26548    26575      +    no    1 0.86   0.2   15.6   3.1e+02 ?   Mycobacterium marinum strain DSM 43519 DSM43519_contig000061, whole genome shotgun sequence
NZ_CDMV01000001.1    -         nhaA-I               RF03057    cm        1       55   257445   257387      -    no    1 0.54   0.0   15.6   3.2e+02 ?   Klebsiella variicola strain 801, whole genome shotgun sequence
NZ_BIMO01000002.1    -         nhaA-I               RF03057    cm        1       55   441714   441664      -    no    1 0.69   0.0   15.6   3.3e+02 ?   Stenotrophomonas pavanii strain Y contig2, whole genome shotgun sequence
NZ_JAAQPR010000100.1 -         nhaA-I               RF03057    cm       28       55     7675     7703      +    no    1 0.72   0.0   15.5   3.3e+02 ?   Pseudonocardia cytotoxica strain MCCB 268 tig00001295, whole genome shotgun sequence
NZ_CDMV01000041.1    -         nhaA-I               RF03057    cm        1       55   183255   183195      -    no    1 0.72   0.1   15.5   3.4e+02 ?   Klebsiella variicola strain 801, whole genome shotgun sequence
NZ_MRZP01000065.1    -         nhaA-I               RF03057    cm        1       55     4655     4704      +    no    1 0.70   0.0   15.5   3.4e+02 ?   Aeromonas allosaccharophila strain CCM 4363 NODE_65_length_12813_cov_128.128_ID_129, whole genome shotgun sequence
NZ_CAKZ01000074.1    -         nhaA-I               RF03057    cm       28       55    39348    39321      -    no    1 0.68   0.0   15.5   3.4e+02 ?   Cronobacter dublinensis 1210, whole genome shotgun sequence
NZ_PJWG01000052.1    -         nhaA-I               RF03057    cm        1       55      188      237      +    no    1 0.72   0.0   15.5   3.4e+02 ?   Enterococcus faecalis strain EN273 NODE_53_length_271_cov_0.762887, whole genome shotgun sequence
NZ_MLFE01000018.1    -         nhaA-I               RF03057    cm        1       55    35432    35382      -    no    1 0.63   0.0   15.5   3.5e+02 ?   Pantoea allii strain LMG 24248 Contig0018_, whole genome shotgun sequence
NZ_JTCJ01000059.1    -         nhaA-I               RF03057    cm        1       55     7752     7692      -    no    1 0.72   0.1   15.4   3.6e+02 ?   Pseudomonas putida strain SQ1 Contig_131_PpSQ1, whole genome shotgun sequence
NZ_LTBH01000017.1    -         nhaA-I               RF03057    cm        1       55   160798   160760      -    no    1 0.69   0.0   15.3   3.7e+02 ?   Corynebacterium striatum strain 2247 mira_1_len_165448, whole genome shotgun sequence
NZ_LBCN01000043.1    -         nhaA-I               RF03057    cm        1       55   100322   100360      +    no    1 0.69   0.0   15.3   3.7e+02 ?   Corynebacterium striatum strain 2023 Consensus_from_Contig_22_mapping, whole genome shotgun sequence
NZ_MSEC01000279.1    -         nhaA-I               RF03057    cm       38       53      397      382      -    no    1 0.94   0.1   15.3   3.8e+02 ?   Serratia marcescens strain BJL200 contig-100_280, whole genome shotgun sequence
NZ_JAGMUH010000145.1 -         nhaA-I               RF03057    cm       38       53      165      150      -    no    1 0.94   0.1   15.3   3.8e+02 ?   Streptomyces buecherae strain AC564_RSS886 NODE_200_length_140_cov_45.371429, whole genome shotgun sequence
NZ_BADM01000626.1    -         nhaA-I               RF03057    cm        1       55    10029     9984      -    no    1 0.74   0.0   15.3   3.8e+02 ?   Enterobacter sp. B509, whole genome shotgun sequence
NZ_JACJNF010000007.1 -         nhaA-I               RF03057    cm        1       55   253316   253387      +    no    1 0.58   0.0   15.3   3.9e+02 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4042 Ga0394368_07, whole genome shotgun sequence
NZ_BADM01000485.1    -         nhaA-I               RF03057    cm       28       55     9048     9020      -    no    1 0.59   0.0   15.2   3.9e+02 ?   Enterobacter sp. B509, whole genome shotgun sequence
NZ_VUMV01000005.1    -         nhaA-I               RF03057    cm        1       55   168108   168054      -    no    1 0.60   0.0   15.2     4e+02 ?   Bilifractor porci strain Oil+RF-744-WCA-WT-13 seq5, whole genome shotgun sequence
NZ_NQXZ01000017.1    -         nhaA-I               RF03057    cm        1       55    31728    31672      -    no    1 0.68   0.0   15.2     4e+02 ?   Pseudomonas congelans strain RMX815.1a seq115_Contig17, whole genome shotgun sequence
NZ_BIMO01000004.1    -         nhaA-I               RF03057    cm        1       55   352954   353003      +    no    1 0.78   0.1   15.2     4e+02 ?   Stenotrophomonas pavanii strain Y contig4, whole genome shotgun sequence
NZ_MRVD01000008.1    -         nhaA-I               RF03057    cm        1       55    68910    68860      -    no    1 0.71   0.0   15.2   4.1e+02 ?   Ensifer adhaerens strain X097 Scaffold8, whole genome shotgun sequence
NZ_AEPG01000362.1    -         nhaA-I               RF03057    cm        1       55    35749    35688      -    no    1 0.58   0.0   15.2   4.1e+02 ?   Neisseria sicca DS1 contig00362, whole genome shotgun sequence
NZ_JYOF01000004.1    -         nhaA-I               RF03057    cm        1       55   443294   443346      +    no    1 0.64   0.0   15.1   4.1e+02 ?   Pseudomonas sp. 2(2015) contig4, whole genome shotgun sequence
NZ_NQXZ01000089.1    -         nhaA-I               RF03057    cm        1       55     5852     5920      +    no    1 0.58   0.0   15.1   4.1e+02 ?   Pseudomonas congelans strain RMX815.1a seq115_Contig90, whole genome shotgun sequence
NZ_NQYB01000004.1    -         nhaA-I               RF03057    cm        1       55    48272    48340      +    no    1 0.58   0.0   15.1   4.1e+02 ?   Pseudomonas congelans strain DM2.1.12.02A seq96_Contig4, whole genome shotgun sequence
NZ_PEDB01000037.1    -         nhaA-I               RF03057    cm       38       53     8727     8742      +    no    1 0.81   0.0   15.1   4.2e+02 ?   Mycobacterium marinum strain DSM 43519 DSM43519_contig000037, whole genome shotgun sequence
NZ_CDRS01000153.1    -         nhaA-I               RF03057    cm       38       53      325      340      +    no    1 0.81   0.0   15.1   4.2e+02 ?   Escherichia coli strain 46A_L1, whole genome shotgun sequence
NZ_JAFFPQ010000001.1 -         nhaA-I               RF03057    cm        1       55   449257   449213      -    no    1 0.62   0.0   15.1   4.2e+02 ?   Flagellatimonas centrodinii strain R2A-3 contig1, whole genome shotgun sequence
NZ_JTCJ01000329.1    -         nhaA-I               RF03057    cm        1       55     3710     3755      +    no    1 0.61   0.0   15.1   4.2e+02 ?   Pseudomonas putida strain SQ1 Contig_672_PpSQ1, whole genome shotgun sequence
NZ_VKTM01000586.1    -         nhaA-I               RF03057    cm       38       53      103       88      -    no    1 0.81   0.0   15.0   4.4e+02 ?   Proteus mirabilis strain AS012444 AS012444_587, whole genome shotgun sequence
NZ_JAOA01000016.1    -         nhaA-I               RF03057    cm        1       55    45046    45006      -    no    1 0.78   0.0   15.0   4.4e+02 ?   Mycobacterium kansasii 662 gmk662.contig.15, whole genome shotgun sequence
NZ_BIMO01000006.1    -         nhaA-I               RF03057    cm        1       55   248320   248367      +    no    1 0.79   0.2   15.0   4.4e+02 ?   Stenotrophomonas pavanii strain Y contig6, whole genome shotgun sequence
NZ_JAOA01000001.1    -         nhaA-I               RF03057    cm        1       55   315212   315163      -    no    1 0.74   0.0   15.0   4.4e+02 ?   Mycobacterium kansasii 662 gmk662.contig.0, whole genome shotgun sequence
NZ_NSFM01000079.1    -         nhaA-I               RF03057    cm        1       55      394      344      -    no    1 0.67   0.1   15.0   4.4e+02 ?   Mycobacterium avium strain FLAC0059 NODE_92_length_619_cov_205.793, whole genome shotgun sequence
NZ_NSEZ01000091.1    -         nhaA-I               RF03057    cm        1       55      394      344      -    no    1 0.67   0.1   15.0   4.4e+02 ?   Mycobacterium avium strain FLAC0257 NODE_95_length_619_cov_229.179, whole genome shotgun sequence
NZ_LNBB01000229.1    -         nhaA-I               RF03057    cm        1       55      394      344      -    no    1 0.67   0.1   15.0   4.4e+02 ?   Mycobacterium avium subsp. hominissuis strain MAH-P-0913 MAH-P-0913_S6CLC_contig_83, whole genome shotgun sequence
NZ_JTCJ01000004.1    -         nhaA-I               RF03057    cm        1       55     8775     8713      -    no    1 0.76   0.9   15.0   4.5e+02 ?   Pseudomonas putida strain SQ1 Contig_294_PpSQ1, whole genome shotgun sequence
NZ_SEIL01000007.1    -         nhaA-I               RF03057    cm       39       52    12947    12934      -    no    1 0.79   0.0   15.0   4.5e+02 ?   Acinetobacter lwoffii strain AL_065 NODE_7_length_85557_cov_32.0985, whole genome shotgun sequence
NZ_JTCJ01000433.1    -         nhaA-I               RF03057    cm        1       55     1646     1600      -    no    1 0.77   0.4   15.0   4.5e+02 ?   Pseudomonas putida strain SQ1 Contig_161_PpSQ1, whole genome shotgun sequence
NZ_JAHEAH010000004.1 -         nhaA-I               RF03057    cm        1       55    52655    52609      -    no    1 0.64   0.0   15.0   4.6e+02 ?   Flavihumibacter rivuli strain IMCC34838 NODE_4_length_566118_cov_45.148910, whole genome shotgun sequence
NZ_PPXZ02000658.1    -         nhaA-I               RF03057    cm       38       53      101      116      +    no    1 0.75   0.0   14.9   4.7e+02 ?   Pseudomonas sp. MWU12-2115 NODE_763_length_448_cov_0.76324, whole genome shotgun sequence
NZ_JACJNC010000001.1 -         nhaA-I               RF03057    cm        1       55    41758    41711      -    no    1 0.71   0.0   14.8   4.9e+02 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4002 Ga0394350_01, whole genome shotgun sequence
NZ_JAAQPR010000107.1 -         nhaA-I               RF03057    cm        1       55     6560     6628      +    no    1 0.72   0.1   14.8   4.9e+02 ?   Pseudonocardia cytotoxica strain MCCB 268 tig00001823, whole genome shotgun sequence
NZ_PEDB01000023.1    -         nhaA-I               RF03057    cm        1       55   125745   125795      +    no    1 0.75   0.1   14.8     5e+02 ?   Mycobacterium marinum strain DSM 43519 DSM43519_contig000023, whole genome shotgun sequence
NZ_JAEQAW010000530.1 -         nhaA-I               RF03057    cm        1       55      102      151      +    no    1 0.78   0.2   14.8     5e+02 ?   Streptomyces sp. MBT59 scaffold529_size634_cov20.2082, whole genome shotgun sequence
NZ_BIMO01000004.1    -         nhaA-I               RF03057    cm        1       55   364509   364451      -    no    1 0.73   0.2   14.8   5.1e+02 ?   Stenotrophomonas pavanii strain Y contig4, whole genome shotgun sequence
NZ_BIMO01000008.1    -         nhaA-I               RF03057    cm        1       55    73872    73927      +    no    1 0.62   0.0   14.8   5.1e+02 ?   Stenotrophomonas pavanii strain Y contig8, whole genome shotgun sequence
NZ_JTCJ01000647.1    -         nhaA-I               RF03057    cm        1       55      466      420      -    no    1 0.72   0.0   14.7   5.2e+02 ?   Pseudomonas putida strain SQ1 Contig_982_PpSQ1, whole genome shotgun sequence
NZ_MRZP01000028.1    -         nhaA-I               RF03057    cm        1       55     8807     8852      +    no    1 0.67   0.0   14.6   5.5e+02 ?   Aeromonas allosaccharophila strain CCM 4363 NODE_28_length_62190_cov_122.145_ID_55, whole genome shotgun sequence
NZ_JAHEAH010000003.1 -         nhaA-I               RF03057    cm        1       55   268100   268042      -    no    1 0.54   0.0   14.6   5.5e+02 ?   Flavihumibacter rivuli strain IMCC34838 NODE_3_length_678769_cov_33.333908, whole genome shotgun sequence
NZ_BDGQ01000127.1    -         nhaA-I               RF03057    cm        1       55    70008    70060      +    no    1 0.66   0.0   14.6   5.5e+02 ?   Thaumasiovibrio subtropicus strain C4V358, whole genome shotgun sequence
NZ_JTCJ01000699.1    -         nhaA-I               RF03057    cm        1       55      863      807      -    no    1 0.65   0.0   14.6   5.6e+02 ?   Pseudomonas putida strain SQ1 Contig_709_PpSQ1, whole genome shotgun sequence
NZ_LAYQ01000012.1    -         nhaA-I               RF03057    cm       27       55   220075   220104      +    no    1 0.63   0.0   14.6   5.7e+02 ?   Corynebacterium minutissimum strain 1941 Contig_12, whole genome shotgun sequence
NZ_MRZP01000016.1    -         nhaA-I               RF03057    cm        1       55    40601    40533      -    no    1 0.67   0.0   14.5   5.8e+02 ?   Aeromonas allosaccharophila strain CCM 4363 NODE_16_length_110220_cov_91.1201_ID_31, whole genome shotgun sequence
NZ_JAAQPR010000111.1 -         nhaA-I               RF03057    cm        1       55      432      367      -    no    1 0.74   0.1   14.5   5.8e+02 ?   Pseudonocardia cytotoxica strain MCCB 268 tig00002184, whole genome shotgun sequence
NZ_MRZP01000032.1    -         nhaA-I               RF03057    cm        1       55     5580     5505      -    no    1 0.66   0.0   14.5   5.8e+02 ?   Aeromonas allosaccharophila strain CCM 4363 NODE_32_length_54478_cov_79.421_ID_63, whole genome shotgun sequence
NZ_PEDB01000149.1    -         nhaA-I               RF03057    cm       36       55    50772    50790      +    no    1 0.68   0.0   14.5   5.8e+02 ?   Mycobacterium marinum strain DSM 43519 DSM43519_contig000149, whole genome shotgun sequence
NZ_BIMO01000002.1    -         nhaA-I               RF03057    cm        1       55    91985    92047      +    no    1 0.70   0.0   14.5   5.8e+02 ?   Stenotrophomonas pavanii strain Y contig2, whole genome shotgun sequence
NZ_BABS01000605.1    -         nhaA-I               RF03057    cm        1       55       87      132      +    no    1 0.74   0.0   14.5   5.8e+02 ?   Acetobacter tropicalis NBRC 101654, whole genome shotgun sequence
